Days to Ship Actual,Sales Forecast,Ship Status,Days to Ship Scheduled,Sales per Customer,Profit Ratio,Category,City,Country,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Product Name,Profit,Quantity,Region,Profit per Order,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
5,$117,Shipped Early,6,$77.88,29.00%,Office Supplies,Saint Paul,United States,Elpida Rittenbach,0.00%,1,06-09-2016,CA-2016-149223,55106,Fellowes Basic Home/Office Series Surge Protectors,$23,6,Central,$22.59,$78,Corporate,11-09-2016,Standard Class,Minnesota,Appliances
4,$97,Shipped Early,6,$64.62,35.00%,Office Supplies,Chicago,United States,Rick Bensley,20.00%,1,29-08-2016,CA-2016-158568,60610,Avery Personal Creations Heavyweight Cards,$23,7,Central,$22.62,$65,Home Office,02-09-2016,Standard Class,Illinois,Paper
4,$144,Shipped Early,6,$95.98,-11.30%,Technology,Chicago,United States,Rick Bensley,20.00%,1,29-08-2016,CA-2016-158568,60610,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,($11),3,Central,$-10.80,$96,Home Office,02-09-2016,Standard Class,Illinois,Accessories
4,$3,Shipped Early,6,$1.79,-170.00%,Office Supplies,Chicago,United States,Rick Bensley,80.00%,1,29-08-2016,CA-2016-158568,60610,Avery Hidden Tab Dividers for Binding Systems,($3),3,Central,$-3.04,$2,Home Office,02-09-2016,Standard Class,Illinois,Binders
3,$36,Shipped On Time,3,$23.92,49.00%,Office Supplies,Rochester,United States,Gary Zandusky,0.00%,1,01-12-2016,CA-2016-129903,55901,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),$12,4,Central,$11.72,$24,Consumer,04-12-2016,Second Class,Minnesota,Paper
4,$358,Shipped Early,6,$238.90,-11.30%,Technology,Aurora,United States,Lena Cacioppo,20.00%,1,13-11-2015,US-2015-156867,80013,Logitech K350 2.4Ghz Wireless Keyboard,($27),6,West,$-26.88,$239,Consumer,17-11-2015,Standard Class,Colorado,Accessories
4,$153,Shipped Early,6,$102.36,-3.80%,Furniture,Aurora,United States,Lena Cacioppo,20.00%,1,13-11-2015,US-2015-156867,80013,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",($4),3,West,$-3.84,$102,Consumer,17-11-2015,Standard Class,Colorado,Furnishings
4,$55,Shipped Early,6,$36.88,-70.00%,Office Supplies,Aurora,United States,Lena Cacioppo,70.00%,1,13-11-2015,US-2015-156867,80013,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",($26),3,West,$-25.82,$37,Consumer,17-11-2015,Standard Class,Colorado,Binders
5,$111,Shipped Early,6,$74.11,23.80%,Technology,Charlotte,United States,Janet Martin,20.00%,1,23-11-2017,CA-2017-119004,28205,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,$18,8,South,$17.60,$74,Consumer,28-11-2017,Standard Class,North Carolina,Accessories
5,$42,Shipped Early,6,$27.99,7.50%,Technology,Charlotte,United States,Janet Martin,20.00%,1,23-11-2017,CA-2017-119004,28205,Speck Products Candyshell Flip Case,$2,1,South,$2.10,$28,Consumer,28-11-2017,Standard Class,North Carolina,Phones
5,$5,Shipped Early,6,$3.30,32.50%,Office Supplies,Charlotte,United States,Janet Martin,20.00%,1,23-11-2017,CA-2017-119004,28205,Newell Chalk Holder,$1,1,South,$1.07,$3,Consumer,28-11-2017,Standard Class,North Carolina,Art
5,$509,Shipped Early,6,$339.96,20.00%,Technology,Orland Park,United States,Pete Armstrong,20.00%,1,15-10-2015,CA-2015-129476,60462,Logitech Gaming G510s - Keyboard,$68,5,Central,$67.99,$340,Home Office,20-10-2015,Standard Class,Illinois,Accessories
5,$63,Shipped Early,6,$41.96,26.00%,Furniture,New York City,United States,Cynthia Voltz,0.00%,1,25-12-2017,CA-2017-146780,10035,Magnifier Swing Arm Lamp,$11,2,East,$10.91,$42,Corporate,30-12-2017,Standard Class,New York,Furnishings
7,$114,Shipped Late,6,$75.96,30.00%,Office Supplies,Urbandale,United States,Clay Ludtke,0.00%,1,03-11-2016,CA-2016-128867,50322,"Hunt PowerHouse Electric Pencil Sharpener, Blue",$23,2,Central,$22.79,$76,Consumer,10-11-2016,Standard Class,Iowa,Art
7,$41,Shipped Late,6,$27.24,49.00%,Office Supplies,Urbandale,United States,Clay Ludtke,0.00%,1,03-11-2016,CA-2016-128867,50322,"Avery Durable Plastic 1"" Binders",$13,6,Central,$13.35,$27,Consumer,10-11-2016,Standard Class,Iowa,Binders
2,$60,Shipped Early,3,$40.10,36.30%,Office Supplies,Columbus,United States,Ryan Crowe,20.00%,1,25-08-2014,CA-2014-115259,43229,"OIC Colored Binder Clips, Assorted Sizes",$15,14,East,$14.53,$40,Consumer,27-08-2014,Second Class,Ohio,Fasteners
2,$7,Shipped Early,3,$4.72,35.00%,Office Supplies,Columbus,United States,Ryan Crowe,20.00%,1,25-08-2014,CA-2014-115259,43229,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",$2,2,East,$1.65,$5,Consumer,27-08-2014,Second Class,Ohio,Envelopes
2,$36,Shipped Early,3,$23.98,31.30%,Office Supplies,Columbus,United States,Ryan Crowe,20.00%,1,25-08-2014,CA-2014-115259,43229,Xerox 1921,$7,3,East,$7.49,$24,Consumer,27-08-2014,Second Class,Ohio,Paper
2,$195,Shipped Early,3,$130.46,33.80%,Office Supplies,Columbus,United States,Ryan Crowe,20.00%,1,25-08-2014,CA-2014-115259,43229,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",$44,6,East,$44.03,$130,Consumer,27-08-2014,Second Class,Ohio,Envelopes
4,"$1,179",Shipped Early,6,$787.53,21.00%,Furniture,Seattle,United States,Dave Kipp,0.00%,1,02-03-2015,CA-2015-110457,98103,Hon Racetrack Conference Tables,$165,3,West,$165.38,$788,Consumer,06-03-2015,Standard Class,Washington,Tables
5,$236,Shipped Early,6,$157.79,-73.30%,Office Supplies,Bristol,United States,Greg Guthrie,70.00%,1,05-04-2015,US-2015-136476,37620,GBC DocuBind 300 Electric Binding Machine,($116),1,South,$-115.72,$158,Corporate,10-04-2015,Standard Class,Tennessee,Binders
3,$70,Shipped Late,1,$47.04,39.00%,Furniture,Wilmington,United States,Steven Cartwright,0.00%,1,12-06-2016,CA-2016-103730,19805,Artistic Insta-Plaque,$18,3,East,$18.35,$47,Consumer,15-06-2016,First Class,Delaware,Furnishings
3,$46,Shipped Late,1,$30.84,45.00%,Office Supplies,Wilmington,United States,Steven Cartwright,0.00%,1,12-06-2016,CA-2016-103730,19805,DXL Angle-View Binders with Locking Rings by Samsill,$14,4,East,$13.88,$31,Consumer,15-06-2016,First Class,Delaware,Binders
3,$339,Shipped Late,1,$226.56,28.00%,Office Supplies,Wilmington,United States,Steven Cartwright,0.00%,1,12-06-2016,CA-2016-103730,19805,"Companion Letter/Legal File, Black",$63,6,East,$63.44,$227,Consumer,15-06-2016,First Class,Delaware,Storage
3,$172,Shipped Late,1,$115.02,45.00%,Office Supplies,Wilmington,United States,Steven Cartwright,0.00%,1,12-06-2016,CA-2016-103730,19805,Globe Weis Peel & Seel First Class Envelopes,$52,9,East,$51.76,$115,Consumer,15-06-2016,First Class,Delaware,Envelopes
3,$102,Shipped Late,1,$68.04,29.00%,Technology,Wilmington,United States,Steven Cartwright,0.00%,1,12-06-2016,CA-2016-103730,19805,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,$20,7,East,$19.73,$68,Consumer,15-06-2016,First Class,Delaware,Phones
2,$899,Shipped Early,3,$600.56,-1.40%,Furniture,Houston,United States,Alan Dominguez,30.00%,1,26-12-2014,US-2014-152030,77041,Global Deluxe High-Back Manager's Chair,($9),3,Central,$-8.58,$601,Home Office,28-12-2014,Second Class,Texas,Chairs
5,$925,Shipped Early,6,$617.70,-66.00%,Furniture,Bloomington,United States,Philip Fox,50.00%,1,20-09-2014,US-2014-134614,61701,Bevis 44 x 96 Conference Tables,($408),6,Central,$-407.68,$618,Consumer,25-09-2014,Standard Class,Illinois,Tables
7,$4,Shipped Late,6,$2.39,-76.70%,Office Supplies,Phoenix,United States,Troy Staebel,70.00%,1,05-11-2017,US-2017-107272,85023,"Avery Durable Slant Ring Binders, No Labels",($2),2,West,$-1.83,$2,Consumer,12-11-2017,Standard Class,Arizona,Binders
7,$365,Shipped Late,6,$243.99,12.50%,Office Supplies,Phoenix,United States,Troy Staebel,20.00%,1,05-11-2017,US-2017-107272,85023,"Trav-L-File Heavy-Duty Shuttle II, Black",$30,7,West,$30.50,$244,Consumer,12-11-2017,Standard Class,Arizona,Storage
4,$122,Shipped Late,3,$81.42,-11.30%,Furniture,Los Angeles,United States,Lindsay Shagiari,20.00%,1,06-11-2016,US-2016-125969,90004,"Global Task Chair, Black",($9),2,West,$-9.16,$81,Home Office,10-11-2016,Second Class,California,Chairs
4,$357,Shipped Late,3,$238.56,11.00%,Furniture,Los Angeles,United States,Lindsay Shagiari,0.00%,1,06-11-2016,US-2016-125969,90004,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,$26,3,West,$26.24,$239,Home Office,10-11-2016,Second Class,California,Furnishings
3,$90,Shipped Late,1,$59.97,-20.00%,Technology,Columbus,United States,Dorothy Wardle,40.00%,1,02-02-2017,US-2017-164147,43229,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,($12),5,East,$-11.99,$60,Corporate,05-02-2017,First Class,Ohio,Phones
3,$117,Shipped Late,1,$78.30,37.50%,Office Supplies,Columbus,United States,Dorothy Wardle,20.00%,1,02-02-2017,US-2017-164147,43229,Xerox 1916,$29,2,East,$29.36,$78,Corporate,05-02-2017,First Class,Ohio,Paper
3,$32,Shipped Late,1,$21.46,32.50%,Office Supplies,Columbus,United States,Dorothy Wardle,20.00%,1,02-02-2017,US-2017-164147,43229,Staples,$7,9,East,$6.97,$21,Corporate,05-02-2017,First Class,Ohio,Fasteners
6,$30,Shipped On Time,6,$20.04,48.00%,Office Supplies,Roseville,United States,Lena Creighton,0.00%,1,13-10-2016,CA-2016-145583,95661,Xerox 195,$10,3,West,$9.62,$20,Consumer,19-10-2016,Standard Class,California,Paper
6,$53,Shipped On Time,6,$35.44,47.00%,Office Supplies,Roseville,United States,Lena Creighton,0.00%,1,13-10-2016,CA-2016-145583,95661,Xerox 1880,$17,1,West,$16.66,$35,Consumer,19-10-2016,Standard Class,California,Paper
6,$17,Shipped On Time,6,$11.52,30.00%,Office Supplies,Roseville,United States,Lena Creighton,0.00%,1,13-10-2016,CA-2016-145583,95661,"Sanford Colorific Colored Pencils, 12/Box",$3,4,West,$3.46,$12,Consumer,19-10-2016,Standard Class,California,Art
6,$6,Shipped On Time,6,$4.02,49.00%,Office Supplies,Roseville,United States,Lena Creighton,0.00%,1,13-10-2016,CA-2016-145583,95661,Ideal Clamps,$2,2,West,$1.97,$4,Consumer,19-10-2016,Standard Class,California,Fasteners
6,$114,Shipped On Time,6,$76.18,35.00%,Office Supplies,Roseville,United States,Lena Creighton,20.00%,1,13-10-2016,CA-2016-145583,95661,GBC Wire Binding Strips,$27,3,West,$26.66,$76,Consumer,19-10-2016,Standard Class,California,Binders
6,$99,Shipped On Time,6,$65.88,28.00%,Office Supplies,Roseville,United States,Lena Creighton,0.00%,1,13-10-2016,CA-2016-145583,95661,Fiskars Softgrip Scissors,$18,6,West,$18.45,$66,Consumer,19-10-2016,Standard Class,California,Supplies
6,$65,Shipped On Time,6,$43.12,48.00%,Furniture,Roseville,United States,Lena Creighton,0.00%,1,13-10-2016,CA-2016-145583,95661,Longer-Life Soft White Bulbs,$21,14,West,$20.70,$43,Consumer,19-10-2016,Standard Class,California,Furnishings
2,$124,Shipped Early,3,$82.80,12.50%,Furniture,Philadelphia,United States,Jonathan Doherty,20.00%,1,05-09-2016,CA-2016-110366,19140,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",$10,2,East,$10.35,$83,Corporate,07-09-2016,Second Class,Pennsylvania,Furnishings
5,$13,Shipped Early,6,$8.82,27.00%,Office Supplies,San Francisco,United States,Sally Hughsby,0.00%,1,18-09-2017,CA-2017-106180,94122,Newell 343,$2,3,West,$2.38,$9,Corporate,23-09-2017,Standard Class,California,Art
5,$16,Shipped Early,6,$10.86,47.00%,Office Supplies,San Francisco,United States,Sally Hughsby,0.00%,1,18-09-2017,CA-2017-106180,94122,Convenience Packs of Business Envelopes,$5,3,West,$5.10,$11,Corporate,23-09-2017,Standard Class,California,Envelopes
5,$215,Shipped Early,6,$143.70,48.00%,Office Supplies,San Francisco,United States,Sally Hughsby,0.00%,1,18-09-2017,CA-2017-106180,94122,Xerox 1911,$69,3,West,$68.98,$144,Corporate,23-09-2017,Standard Class,California,Paper
5,"$1,257",Shipped Early,6,$839.43,26.00%,Office Supplies,Independence,United States,Sandra Glassco,0.00%,1,22-12-2017,CA-2017-155376,64055,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,$218,3,Central,$218.25,$839,Consumer,27-12-2017,Standard Class,Missouri,Appliances
5,"$1,006",Shipped Early,6,$671.93,3.00%,Office Supplies,Pasadena,United States,Helen Andreada,0.00%,1,07-09-2015,CA-2015-110744,91104,Safco Industrial Wire Shelving,$20,7,West,$20.16,$672,Consumer,12-09-2015,Standard Class,California,Storage
6,$141,Shipped On Time,6,$93.89,13.80%,Furniture,Newark,United States,Maureen Gastineau,20.00%,1,22-10-2014,CA-2014-110072,43055,"Seth Thomas 14"" Putty-Colored Wall Clock",$13,4,East,$12.91,$94,Home Office,28-10-2014,Standard Class,Ohio,Furnishings
4,$576,Shipped Early,6,$384.45,27.00%,Technology,Franklin,United States,Justin Ellison,0.00%,1,05-12-2016,CA-2016-114489,53132,Plantronics Cordless Phone Headset with In-line Volume - M214C,$104,11,Central,$103.80,$384,Corporate,09-12-2016,Standard Class,Wisconsin,Phones
4,$225,Shipped Early,6,$149.97,4.00%,Technology,Franklin,United States,Justin Ellison,0.00%,1,05-12-2016,CA-2016-114489,53132,Anker Astro 15000mAh USB Portable Charger,$6,3,Central,$6.00,$150,Corporate,09-12-2016,Standard Class,Wisconsin,Phones
4,"$2,923",Shipped Early,6,"$1,951.84",30.00%,Furniture,Franklin,United States,Justin Ellison,0.00%,1,05-12-2016,CA-2016-114489,53132,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",$586,8,Central,$585.55,"$1,952",Corporate,09-12-2016,Standard Class,Wisconsin,Chairs
4,$257,Shipped Early,6,$171.55,47.00%,Office Supplies,Franklin,United States,Justin Ellison,0.00%,1,05-12-2016,CA-2016-114489,53132,GBC Prestige Therm-A-Bind Covers,$81,5,Central,$80.63,$172,Corporate,09-12-2016,Standard Class,Wisconsin,Binders
3,$237,Shipped Late,1,$157.92,11.30%,Office Supplies,Scottsdale,United States,Tamara Willingham,20.00%,1,13-03-2016,CA-2016-158834,85254,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,$18,5,West,$17.77,$158,Home Office,16-03-2016,First Class,Arizona,Appliances
3,$304,Shipped Late,1,$203.18,7.50%,Technology,Scottsdale,United States,Tamara Willingham,20.00%,1,13-03-2016,CA-2016-158834,85254,Jabra BIZ 2300 Duo QD Duo Corded Headset,$15,2,West,$15.24,$203,Home Office,16-03-2016,First Class,Arizona,Phones
2,$87,Shipped Late,1,$58.38,45.00%,Office Supplies,San Jose,United States,Stephanie Phelps,0.00%,1,31-05-2015,CA-2015-124919,95123,Southworth 25% Cotton Antique Laid Paper & Envelopes,$26,7,West,$26.27,$58,Corporate,02-06-2015,First Class,California,Paper
2,$158,Shipped Late,1,$105.52,46.00%,Office Supplies,San Jose,United States,Stephanie Phelps,0.00%,1,31-05-2015,CA-2015-124919,95123,Xerox 1883,$49,4,West,$48.54,$106,Corporate,02-06-2015,First Class,California,Paper
2,$121,Shipped Late,1,$80.88,26.00%,Office Supplies,San Jose,United States,Stephanie Phelps,0.00%,1,31-05-2015,CA-2015-124919,95123,"Tenex Personal Project File with Scoop Front Design, Black",$21,6,West,$21.03,$81,Corporate,02-06-2015,First Class,California,Storage
6,$10,Shipped On Time,6,$6.63,27.00%,Office Supplies,Seattle,United States,Neil Knudson,0.00%,1,28-05-2015,CA-2015-118948,98105,Newell 311,$2,3,West,$1.79,$7,Home Office,03-06-2015,Standard Class,Washington,Art
5,$685,Shipped Late,3,$457.57,11.30%,Furniture,Seattle,United States,Dave Brooks,20.00%,1,01-03-2014,CA-2014-104269,98115,Global Deluxe High-Back Manager's Chair,$51,2,West,$51.48,$458,Consumer,06-03-2014,Second Class,Washington,Chairs
4,$22,Shipped Early,6,$14.62,47.00%,Office Supplies,Edmond,United States,Nora Paige,0.00%,1,20-11-2016,CA-2016-114104,73034,Avery 519,$7,2,Central,$6.87,$15,Consumer,24-11-2016,Standard Class,Oklahoma,Labels
4,"$1,415",Shipped Early,6,$944.93,25.00%,Technology,Edmond,United States,Nora Paige,0.00%,1,20-11-2016,CA-2016-114104,73034,Avaya 5420 Digital phone,$236,7,Central,$236.23,$945,Consumer,24-11-2016,Standard Class,Oklahoma,Phones
1,$9,Shipped On Time,1,$5.98,45.00%,Office Supplies,Los Angeles,United States,Ted Trevino,0.00%,1,11-05-2016,CA-2016-162733,90045,Xerox 1920,$3,1,West,$2.69,$6,Consumer,12-05-2016,First Class,California,Paper
3,$81,Shipped On Time,3,$54.38,2.50%,Technology,Philadelphia,United States,Eric Murdock,20.00%,1,28-12-2015,CA-2015-119697,19134,Lenovo 17-Key USB Numeric Keypad,$1,2,East,$1.36,$54,Consumer,31-12-2015,Second Class,Pennsylvania,Accessories
4,$43,Shipped Early,6,$28.40,47.00%,Office Supplies,Carlsbad,United States,Ruben Dartt,0.00%,1,16-11-2016,CA-2016-154508,88220,Staple envelope,$13,5,West,$13.35,$28,Consumer,20-11-2016,Standard Class,New Mexico,Envelopes
4,$41,Shipped Early,6,$27.68,35.00%,Office Supplies,Seattle,United States,Max Jones,20.00%,1,07-11-2016,CA-2016-113817,98115,Wilson Jones International Size A4 Ring Binders,$10,2,West,$9.69,$28,Consumer,11-11-2016,Standard Class,Washington,Binders
4,$15,Shipped Early,6,$9.94,27.50%,Office Supplies,San Antonio,United States,Becky Martin,20.00%,1,08-09-2014,CA-2014-139892,78207,BIC Brite Liner Highlighters,$3,3,Central,$2.73,$10,Consumer,12-09-2014,Standard Class,Texas,Art
4,"$12,220",Shipped Early,6,"$8,159.95",-16.70%,Technology,San Antonio,United States,Becky Martin,40.00%,1,08-09-2014,CA-2014-139892,78207,Lexmark MX611dhe Monochrome Laser Printer,"($1,360)",8,Central,"$-1,359.99","$8,160",Consumer,12-09-2014,Standard Class,Texas,Machines
4,$413,Shipped Early,6,$275.93,-21.30%,Office Supplies,San Antonio,United States,Becky Martin,20.00%,1,08-09-2014,CA-2014-139892,78207,Space Solutions HD Industrial Steel Shelving.,($59),3,Central,$-58.63,$276,Consumer,12-09-2014,Standard Class,Texas,Storage
4,"$2,606",Shipped Early,6,"$1,740.06",-1.40%,Furniture,San Antonio,United States,Becky Martin,30.00%,1,08-09-2014,CA-2014-139892,78207,SAFCO Arco Folding Chair,($25),9,Central,$-24.86,"$1,740",Consumer,12-09-2014,Standard Class,Texas,Chairs
4,$48,Shipped Early,6,$32.06,21.30%,Office Supplies,San Antonio,United States,Becky Martin,20.00%,1,08-09-2014,CA-2014-139892,78207,Sanford Liquid Accent Highlighters,$7,6,Central,$6.81,$32,Consumer,12-09-2014,Standard Class,Texas,Art
4,$267,Shipped Early,6,$177.98,-255.00%,Office Supplies,San Antonio,United States,Becky Martin,80.00%,1,08-09-2014,CA-2014-139892,78207,Kensington 7 Outlet MasterPiece Power Center,($454),5,Central,$-453.85,$178,Consumer,12-09-2014,Standard Class,Texas,Appliances
4,$216,Shipped Early,6,$143.98,6.30%,Technology,San Antonio,United States,Becky Martin,20.00%,1,08-09-2014,CA-2014-139892,78207,JBL Micro Wireless Portable Bluetooth Speaker,$9,3,Central,$9.00,$144,Consumer,12-09-2014,Standard Class,Texas,Phones
4,$31,Shipped Early,6,$20.94,47.00%,Office Supplies,Los Angeles,United States,Chad Sievert,0.00%,1,05-08-2014,CA-2014-118962,90004,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",$10,3,West,$9.84,$21,Consumer,09-08-2014,Standard Class,California,Paper
4,$166,Shipped Early,6,$110.96,48.00%,Office Supplies,Los Angeles,United States,Chad Sievert,0.00%,1,05-08-2014,CA-2014-118962,90004,Xerox 1913,$53,2,West,$53.26,$111,Consumer,09-08-2014,Standard Class,California,Paper
4,$509,Shipped Early,6,$340.14,6.30%,Furniture,Los Angeles,United States,Chad Sievert,20.00%,1,05-08-2014,CA-2014-118962,90004,"Global Value Steno Chair, Gray",$21,7,West,$21.26,$340,Consumer,09-08-2014,Standard Class,California,Chairs
5,$79,Shipped Early,6,$52.45,-250.00%,Office Supplies,Chicago,United States,Jennifer Braxton,80.00%,1,14-09-2014,US-2014-100853,60623,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,($131),2,Central,$-131.12,$52,Corporate,19-09-2014,Standard Class,Illinois,Appliances
5,$30,Shipped Early,6,$20.16,32.50%,Office Supplies,Chicago,United States,Jennifer Braxton,20.00%,1,14-09-2014,US-2014-100853,60623,Avery 51,$7,4,Central,$6.55,$20,Corporate,19-09-2014,Standard Class,Illinois,Labels
4,$146,Shipped Late,3,$97.26,-250.00%,Office Supplies,Houston,United States,Shirley Jackson,80.00%,1,21-04-2017,US-2017-152366,77036,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",($243),4,Central,$-243.16,$97,Consumer,25-04-2017,Second Class,Texas,Appliances
2,$594,Shipped Early,3,$396.80,-2.90%,Furniture,Newark,United States,Joel Eaton,30.00%,1,21-11-2015,US-2015-101511,43055,"Padded Folding Chairs, Black, 4/Carton",($11),7,East,$-11.34,$397,Consumer,23-11-2015,Second Class,Ohio,Chairs
2,$24,Shipped Early,3,$15.88,-23.80%,Office Supplies,Newark,United States,Joel Eaton,20.00%,1,21-11-2015,US-2015-101511,43055,Acme Rosewood Handle Letter Opener,($4),5,East,$-3.77,$16,Consumer,23-11-2015,Second Class,Ohio,Supplies
4,$5,Shipped Early,6,$3.28,43.00%,Office Supplies,New York City,United States,Jim Kriz,0.00%,1,15-12-2015,CA-2015-137225,10009,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",$1,1,East,$1.41,$3,Home Office,19-12-2015,Standard Class,New York,Art
4,$37,Shipped Late,3,$24.82,7.50%,Office Supplies,Decatur,United States,David Kendrick,20.00%,1,05-12-2014,CA-2014-166191,62521,"Tenex File Box, Personal Filing Tote with Lid, Black",$2,2,Central,$1.86,$25,Corporate,09-12-2014,Second Class,Illinois,Storage
